,תאריך הדיווח,31/03/2016,,,,,,,,,,,
,החברה המדווחת,אגד פנסיה+פרמיה,,,,,,,,,,,
,שם מסלול/קרן/קופה,אגד פנסיה + פרמיה,,,,,,,,,,,
,מספר מסלול/קרן/קופה,212,,,,,,,,,,,
,,,,,,,,,,,,,
,1.ב. ניירות ערך סחירים,,,,,,,,,,,,
,4. מניות,,,,,,,,,,,,
,שם המנפיק/שם נייר ערך ,"מספר ני""ע",זירת מסחר,ספק מידע,מספר מנפיק,ענף מסחר,סוג מטבע,ערך נקוב,שער,שווי שוק,שעור מערך נקוב מונפק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה
,,,,,,,,,אגורות,אלפי ₪,אחוזים,אחוזים,אחוזים
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12)
,"סה""כ מניות",,,,,,,"1,426,804.88",,"15,617.11",,100.00,0.21
,בישראל,,,,,,,,,,,,
,תל אביב 25,,,,,,,,,,,,
,בינלאומי  5- בינלאומי,593038,TASE,,593,בנקים,שקל חדש,"4,851.00","4,657.00",225.91,0.00,1.45,0.00
,פועלים- בנק הפועלים,662577,TASE,,662,בנקים,שקל חדש,"75,379.39","1,950.00","1,469.90",0.01,9.41,0.02
,מזרחי טפחות- בנק מזרחי טפחות,695437,TASE,,668,בנקים,שקל חדש,"6,447.00","4,407.00",284.12,0.00,1.82,0.00
,דיסקונט א- דיסקונט,691212,TASE,,691,בנקים,שקל חדש,"52,042.62",636.00,330.99,0.00,2.12,0.00
,לאומי- לאומי,604611,TASE,,604,בנקים,שקל חדש,"86,104.36","1,349.00","1,161.55",0.01,7.44,0.02
,"אורמת טכנולוגיות בע""מ- ORMAT TECHNOLOGIES LTD",1134402,TASE,,2250,השקעות בהיי-טק,שקל חדש,513.00,"15,480.00",79.41,0.00,0.51,0.00
,אלביט מערכות- אלביט מערכות,1081124,TASE,,1040,השקעות בהיי-טק,שקל חדש,"1,476.00","35,370.00",522.06,0.00,3.34,0.01
,נייס- נייס,273011,TASE,,273,השקעות בהיי-טק,שקל חדש,"3,777.00","24,650.00",931.03,0.01,5.96,0.01
,חברה לישראל- החברה לישראל,576017,TASE,,576,השקעות ואחזקות,שקל חדש,334.95,"63,140.00",211.49,0.00,1.35,0.00
,פז נפט- פז חברת נפט,1100007,TASE,,8120,השקעות ואחזקות,שקל חדש,407.00,"59,690.00",242.94,0.00,1.56,0.00
,קבוצת דלק- קבוצת דלק,1084128,TASE,,1095,השקעות ואחזקות,שקל חדש,208.00,"64,440.00",134.04,0.00,0.86,0.00
,אבנר יהש- אבנר יהש,268011,TASE,,268,חיפושי נפט וגז,שקל חדש,"88,333.00",214.20,189.21,0.00,1.21,0.00
,דלק קידוחים יהש- דלק קידוחים,475020,TASE,,8306,חיפושי נפט וגז,שקל חדש,"13,650.00","1,105.00",150.83,0.00,0.97,0.00
,ישראמקו- ישראמקו,232017,TASE,,232,חיפושי נפט וגז,שקל חדש,"779,148.00",64.40,501.77,0.01,3.21,0.01
,אופקו- אופקו,1129543,TASE,,9052,מכשור רפואי,שקל חדש,"11,091.00","3,785.00",419.79,0.00,2.69,0.01
,מיילן- MYLAN NV,1136704,TASE,,9135,מסחר,שקל חדש,167.00,"17,270.00",28.84,0.00,0.18,0.00
,פריגו,1130699,TASE,,1233,מסחר,שקל חדש,"2,749.00","48,520.00","1,333.81",0.00,8.54,0.02
,אסם- אסם,304014,TASE,,304,מסחר,שקל חדש,"1,292.00","8,213.00",106.11,0.00,0.68,0.00
,טבע- טבע,629014,TASE,,629,מסחר,שקל חדש,"9,193.00","20,270.00","1,863.42",0.00,11.93,0.02
,כיל- כיל,281014,TASE,,281,מסחר,שקל חדש,"33,262.00","1,635.00",543.83,0.00,3.48,0.01
,פרוטרום- פרוטרום,1081082,TASE,,1037,מסחר,שקל חדש,"2,030.00","19,700.00",399.91,0.00,2.56,0.01
,שטראוס-עלית- שטראוס עלית,746016,TASE,,746,מסחר,שקל חדש,"2,344.00","5,633.00",132.04,0.00,0.85,0.00
,גזית גלוב- גזית גלוב,126011,TASE,,126,"נדל""ן ובינוי",שקל חדש,"9,536.00","3,429.00",326.99,0.00,2.09,0.00
,מליסרון- מליסרון,323014,TASE,,323,"נדל""ן ובינוי",שקל חדש,138.00,"13,530.00",18.67,0.00,0.12,0.00
,"עזריאלי קבוצה- קבוצת עזריאלי בע""מ",1119478,TASE,,8434,"נדל""ן ובינוי",שקל חדש,"1,406.00","14,750.00",207.39,0.00,1.33,0.00
,בזק- בזק,230011,TASE,,230,שירותים,שקל חדש,"152,659.50",847.50,"1,293.79",0.01,8.28,0.02
,"סה""כ תל אביב 25",,,,,,,"1,338,538.82",,"13,109.84",,83.95,0.17
,תל אביב 75,,,,,,,,,,,,
,"פוקס ויזל מ""ר- פוקס",1087022,TASE,,1140,אופנה והלבשה,שקל חדש,224.00,"5,651.00",12.66,0.00,0.08,0.00
,הראל השקעות- הראל השקעות,585018,TASE,,9067,ביטוח,שקל חדש,"6,429.00","1,435.00",92.26,0.00,0.59,0.00
,כלל עסקי ביטוח- כלל חברה לביטוח,224014,TASE,,224,ביטוח,שקל חדש,645.00,"4,320.00",27.86,0.00,0.18,0.00
,מגדל ביטוח- מגדל ביטוח,1081165,TASE,,1041,ביטוח,שקל חדש,"13,395.00",261.00,34.96,0.00,0.22,0.00
,פ.י.ב.י מר- פיבי,763011,TASE,,763,בנקים,שקל חדש,200.56,"5,273.00",10.58,0.00,0.07,0.00
,טאואר- טאואר,1082379,TASE,,9105,השקעות בהיי-טק,שקל חדש,"1,863.85","4,632.00",86.33,0.00,0.55,0.00
,מטריקס- מטריקס,445015,TASE,,445,השקעות בהיי-טק,שקל חדש,996.00,"2,405.00",23.95,0.00,0.15,0.00
,אלקטרה- אלקטרה,739037,TASE,,739,השקעות ואחזקות,שקל חדש,66.00,"51,290.00",33.85,0.00,0.22,0.00
,מבטח שמיר- מבטח שמיר,127019,TASE,,127,השקעות ואחזקות,שקל חדש,151.00,"7,408.00",11.19,0.00,0.07,0.00
,קנון- קנון,1134139,TASE,,9103,השקעות ואחזקות,שקל חדש,709.65,"2,977.00",21.13,0.00,0.14,0.00
,רציו יהש- רציו חיפושי נפט,394015,TASE,,394,חיפושי נפט וגז,שקל חדש,"18,336.00",23.00,4.22,0.00,0.03,0.00
,קומפיוגן- קומפיוגן,1085208,TASE,,2188,מכשור רפואי,שקל חדש,645.00,"2,121.00",13.68,0.00,0.09,0.00
,בזן- בזן בתי זיקוק לנפט,2590248,TASE,,259,מסחר,שקל חדש,"4,641.00",144.00,6.68,0.00,0.04,0.00
,דלתא- דלתא גליל,627034,TASE,,627,מסחר,שקל חדש,64.00,"10,190.00",6.52,0.00,0.04,0.00
,ארפורט סיטי- איירפורט סיטי,1095835,TASE,,1300,"נדל""ן ובינוי",שקל חדש,540.00,"3,676.00",19.85,0.00,0.13,0.00
,ביג- ביג מרכזי קניות,1097260,TASE,,1327,"נדל""ן ובינוי",שקל חדש,6.00,"21,250.00",1.28,0.00,0.01,0.00
,גב ים  1- גב ים,759019,TASE,,759,"נדל""ן ובינוי",שקל חדש,5.00,"129,700.00",6.49,0.00,0.04,0.00
,נורסטאר החזקות אינק- נורסטאר החזקות אינכ,723007,TASE,,723,"נדל""ן ובינוי",שקל חדש,464.00,"5,328.00",24.72,0.00,0.16,0.00
,שיכון ובינוי- שיכון ובינוי,1081942,TASE,,1068,"נדל""ן ובינוי",שקל חדש,"7,802.00",667.00,52.04,0.00,0.33,0.00
,"שפיר הנדסה ותעשיה בע""מ",1133875,TASE,,9100,"נדל""ן ובינוי",שקל חדש,"1,310.00",601.80,7.88,0.00,0.05,0.00
,דלק רכב- דלק רכב,829010,TASE,,829,שירותים,שקל חדש,749.00,"3,634.00",27.22,0.00,0.17,0.00
,פרטנר- פרטנר,1083484,TASE,,2095,שירותים,שקל חדש,"1,736.00","1,765.00",30.64,0.00,0.20,0.00
,רמי לוי- רמי לוי שיווק השקמה,1104249,TASE,,8264,שירותים,שקל חדש,101.00,"14,590.00",14.74,0.00,0.09,0.00
,שופרסל- שופרסל,777037,TASE,,777,שירותים,שקל חדש,"4,843.00","1,262.00",61.12,0.00,0.39,0.00
,דש איפקס- דש איפקס,1081843,TASE,,1064,שירותים פיננסיים,שקל חדש,"1,531.00","1,089.00",16.67,0.00,0.11,0.00
,"סה""כ תל אביב 75",,,,,,,"67,453.06",,648.51,,4.15,0.01
,מניות היתר,,,,,,,,,,,,
,נייר חדרה- נייר חדרה,632018,TASE,,632,מסחר,שקל חדש,216.00,"10,620.00",22.94,0.00,0.15,0.00
,מגדלי תיכון מר- מגדלי הים התיכון,1131523,TASE,,9061,"נדל""ן ובינוי",שקל חדש,246.00,458.00,1.13,0.00,0.01,0.00
,אשטרום- קבוצת אשטרום,1132315,TASE,,1618,"נדל""ן ובינוי",שקל חדש,"4,300.00",871.30,37.47,0.01,0.24,0.00
,"אלקטרה מ.צריכה (1970) מר- אלקטרה מוצרי צריכה בע""מ",5010129,TASE,,8475,שירותים,שקל חדש,111.00,"3,100.00",3.44,0.00,0.02,0.00
,סקופ- סקופ,288019,TASE,,288,שירותים,שקל חדש,954.00,"4,400.00",41.98,0.01,0.27,0.00
,"סה""כ מניות היתר",,,,,,,"5,827.00",,106.95,,0.68,0.00
,call 001 אופציות,,,,,,,,,,,,
,0,0,,,,0,0,0.00,0.00,0.00,0.00,0.00,0.00
,"סה""כ call 001 אופציות",,,,,,,0.00,,0.00,,0.00,0.00
,"סה""כ בישראל",,,,,,,"1,411,818.88",,"13,865.30",,88.78,0.18
,"בחו""ל",,,,,,,,,,,,
,"חברות ישראליות בחו""ל",,,,,,,,,,,,
,NVMI US- נובה מכשירי מדידה,IL0010845571,NASDAQ,בלומברג,2177,חשמל,דולר אמריקאי,151.00,"1,041.00",5.92,0.00,0.04,0.00
,MAZOR ROBOTICS LTD-SPON ADR- מזור רובוטיקה,US57886P1030,NASDAQ,בלומברג,1487,מכשור רפואי,דולר אמריקאי,44.00,"1,244.00",2.06,0.00,0.01,0.00
,CGEN US- קומפיוגן,IL0010852080,NASDAQ,בלומברג,2188,מכשור רפואי,דולר אמריקאי,537.00,558.00,11.28,0.00,0.07,0.00
,EVGN US- אבוג'ן,IL0011050551,NASDAQ,בלומברג,1461,מסחר,דולר אמריקאי,140.00,651.00,3.43,0.00,0.02,0.00
,Opko Health Inc- אופקו,US68375N1037,NYSE,בלומברג,9052,מסחר,דולר אמריקאי,"6,664.00","1,039.00",260.75,0.00,1.67,0.00
,Teva US- טבע,US8816242098,NYSE,בלומברג,629,מסחר,דולר אמריקאי,290.00,"5,351.00",58.44,0.00,0.37,0.00
,CHECK POINT- Check point software,IL0010824113,NASDAQ,בלומברג,9112,תוכנה ואינטרנט,דולר אמריקאי,253.00,"8,747.00",83.34,0.00,0.53,0.00
,Allot Communication US- אלוט תקשורת,IL0010996549,NASDAQ,בלומברג,2252,תוכנה ואינטרנט,דולר אמריקאי,27.00,523.00,0.53,0.00,0.00,0.00
,"סה""כ חברות ישראליות בחו""ל",,,,,,,"8,106.00",,425.77,,2.73,0.01
,"חברות זרות בחו""ל",,,,,,,,,,,,
,MYL US- MYLAN NV,NL0011031208,NASDAQ,בלומברג,9135,מסחר,דולר אמריקאי,"3,620.00","4,635.00",631.89,0.00,4.05,0.01
,ORA US- ORMAT TECHNOLOGIES LTD,US6866881021,NYSE,בלומברג,2250,מסחר,דולר אמריקאי,"1,918.00","4,124.00",297.88,0.00,1.91,0.00
,Perrigo Co PLC US- PERRIGO,IE00BGH1M568,NASDAQ,בלומברג,1233,מסחר,דולר אמריקאי,543.00,"12,793.00",261.61,0.00,1.68,0.00
,AMDOCS- AMDOCS,GB0022569080,NASDAQ,בלומברג,9113,תוכנה ואינטרנט,דולר אמריקאי,336.00,"6,042.00",76.45,0.00,0.49,0.00
,VERINT US- VERINT,US92343X1000,NASDAQ,בלומברג,9116,תוכנה ואינטרנט,דולר אמריקאי,463.00,"3,338.00",58.20,0.00,0.37,0.00
,"סה""כ חברות זרות בחו""ל",,,,,,,"6,880.00",,"1,326.04",,8.49,0.02
,"סה""כ בחו""ל",,,,,,,"14,986.00",,"1,751.80",,11.22,0.02
,בעל ענין/צד קשור *,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,